alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
0.29689323,1.5547269,1.36288418,0.99202079,3.2930882,200,slope,FULL,TRUE,0,1,4,1,FALSE
1.072688985,1.3627472,0.793432633,1.03262245,4.6596131,200,slope,FULL,TRUE,0,1,4,1,FALSE
