alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
0.4201638241,1.4604562,1.69366143,0.94479357,0.192361747,200,intercept,BDS,TRUE,0,1,1,1,FALSE
-0.5400532898,1.26858626,2.3394699,1.04236142,-0.305641505,200,intercept,BDS,TRUE,0,1,1,1,FALSE
