alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
0.122993041,1.8360994,1.9090973,0.99132464,1.806466655,200,intercept,ODS,FALSE,0,1,1,3,FALSE
-0.950760947,1.60517688,1.9622183,1.00051663,1.37314004876,200,intercept,ODS,FALSE,0,1,1,3,FALSE
