alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
0.4581793948,1.7791458,1.85045634,0.82442768,3.2325634,200,intercept,BDS,TRUE,0,1,4,1,FALSE
0.0938677455,1.41381257,1.84846739,1.19486164,3.4647088,200,intercept,BDS,TRUE,0,1,4,1,FALSE
