alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
2.81853257,1.6165099,1.032365668,1.0361006799999999,5.9670624,200,intercept,ODS,FALSE,0,1,4,1,FALSE
0.6797704811,1.01226502,1.77439756,0.99701026,4.4594791,200,intercept,ODS,FALSE,0,1,4,1,FALSE
