alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
-2.389428864,1.54493098,3.4296378,0.95226879,3.20236075,200,intercept,BDS,FALSE,0,1,4,1,FALSE
-1.650287881,1.77518084,3.7587975,0.84841882,1.564567542,200,intercept,BDS,FALSE,0,1,4,1,FALSE
