alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
0.4395787043,1.5448901,1.632886308,1.01239509,0.2851731274,200,intercept,SRS,TRUE,0,1,1,1,FALSE
1.084197475,1.7156249,1.28250664,0.91054188,0.1900742667,200,intercept,SRS,TRUE,0,1,1,1,FALSE
