alpha_main,beta_t,beta_x_e,beta_xe_t_interaction,beta.1.,N,sampling_type,sampling_design,impute,gamma2,true_beta_x_e,true_beta_x_z,gamma_sd,spline
1.77997945,1.7604065,1.31862547,0.96463219,6.1121888,200,intercept,ODS,FALSE,0,1,4,3,FALSE
1.43602807,0.92156589,1.8433881,1.01445991,3.623749,200,intercept,ODS,FALSE,0,1,4,3,FALSE
